text,true_label,pred_label
找 个 没 人 的 地 方 ， 对 着 镜 子 ， 给 自 己 鞠 个 躬 ， 然 后 对 自 己 说 一 句 ： 姑 奶 奶 ， 您 辛 苦 了 ， 2015 年 您 真 的 很 不 容 易 ！ 心 没 少 伤 ！ 苦 也 没 少 受 ！ 气 更 没 少 生 ！ 人 又 变 老 了 ！ 2016 年 一 定 要 对 自 己 好 点 ！ 咋 高 兴 咋 任 性 就 咋 来 ！ ！ ！ 您 玩 儿 乐 呵 了 就 好,4,4
昨 蹭 了 个 巨 慢 歪 飞 只 下 到 一 半 然 而 就 是 辣 么 巧 秦 俊 杰 才 出 现 就 让 我 别 着 急 本 来 镜 头 就 少 没 有 歪 飞 怪 我 咯,0,1
有 些 东 西 放 不 下 真 的 是 很 难 过 ， 唉 你 们 为 什 么 这 样 对 我,1,1
cp 吧 是 最 困 难 的 一 种 平 台 ， 本 想 圈 地 自 萌 ， 可 又 躲 不 过 纯 粉 的 监 视 ， 吧 务 战 战 兢 兢 、 风 声 鹤 唳 。 可 是 这 样 的 结 果 就 是 把 cp 粉 的 心 伤 了 ， 一 手 好 牌 打 到 烂 。,3,1
拉 完 屎 得 亏 有 习 惯 性 看 便 便 形 状 ， 今 天 有 新 目 标 ， 钱 居 然 掉 马 桶 里 边 ？ ？ ？,5,5
这 是 我 人 生 做 过 最 可 怕 的 梦 了 梦 中 梦 中 梦 中 梦 中 梦 。 。 周 围 的 人 都 是 鬼 变 得 更 可 怕 的 是 每 次 我 以 为 我 醒 了 又 重 复 做 着 第 一 个 梦 的 事 然 后 就 反 反 复 复 无 限 做 着 直 到 有 人 给 我 打 电 话 响 铃 我 才 醒 腿 现 在 还 是 软 的 我 滴 妈 呀 [ 泪 ] （ 恐 怖 游 轮 即 视 感 还 是 加 强 版 ！ ！ ！,2,2
【 泡 脚 十 几 分 钟 ， 居 然 要 被 截 肢 】 前 不 久 50 多 岁 的 糖 尿 病 患 者 张 伯 就 因 为 泡 脚 引 起 的 足 部 烫 伤 ， 脚 已 经 肿 胀 发 白 ， 十 分 吓 人 。 医 生 发 现 他 的 双 脚 因 为 烫 伤 而 引 发 足 外 疽 ， 经 过 抢 救 虽 然 保 住 性 命 ， 但 因 为 双 脚 已 经 坏 死 ， 只 能 截 肢 了 。 冬 天 泡 脚 ， 温 暖 又 幸 福 ， 并 不 是 所 有 人 都 适 合 泡 脚 。 via,5,2
最 开 心 的 还 是 宿 舍 又 聚 在 了 一 起 玩 了 一 晚 上 捉 黑 a 不 是 贡 牌 就 是 输 真 是 心 累 么 么 哒 爱 你 们,4,4
第 四 天 了 ， 不 对 ， 现 在 是 第 五 天 了 ， 唉 ！ 此 时 此 刻 又 在 想 你 了 ， 可 是 早 已 经 离 我 而 去 了 ， 你 早 知 道 最 终 是 这 样 的 结 局 吧 ， 可 是 为 什 么 要 我 来 和 你 走 这 个 结 局 呢 ！ 你 伤 了 我 的 真 心 ， 我 现 在 的 感 觉 又 爱 又 恨 又 不 甘 心 ！ 你 把 我 耍 的 好 苦 ！ 真 的 想 知 道 我 有 没 有 得 到 过 你 的 心 ， 得 到 了 又 拥 有 过 多 久,1,1
胃 痛 胃 酸 胃 胀 + 全 身 乏 力 ， 这 是 怎 么 了,1,1
2006 年 修 建 了 斋 堂 、 寮 房 、 水 塔 、 围 墙 ， 对 后 大 殿 缘 法 堂 重 新 装 修 起 用 ， 硬 化 、 绿 化 、 美 化 寺 院 总 投 入 150 余 万 元 。,3,3
这 个 群 体 多 数 是 80 年 代 后 出 生 的 城 市 近 郊 的 人 。,3,3
上 海 海 关 扣 了 老 长 时 间 总 算 到 了 ， 说 实 在 的 双 十 一 的 量 真 把 我 吓 到 了 ， 第 一 次 见 快 递 排 队,5,2
2 搅 打 基 本 成 团 之 后 ， 放 入 黄 油 碎 继 续 搅 打 。,3,3
一 般 地 说 ， 三 角 洲 下 沉 在 于 其 沉 积 物 的 负 载 ， 均 衡 调 整 性 迁 移 ， 松 散 沉 积 物 的 断 裂 塑 性 变 形 起 的 破 坏 及 压 实 作 用 。,3,3
很 多 时 候 ， 回 头 看 看 让 自 己 苦 不 堪 言 的 郁 闷 、 忧 愁 、 纠 结 、 焦 虑 ， 其 实 都 是 自 己 和 自 己 在 较 劲 。,1,1
又 做 了 挫 事 ， 用 自 己 的 流 量 看 了 一 集 电 视 ， 流 量 严 重 超 出 ， 我 真 的 是 猪 啊 。 。 。 。 。 。,0,1
自 从 湛 江 开 通 直 飞 航 班 之 后 ， 每 天 天 空 就 多 这 道 美 景 ， 飞 机 每 天 都 在 湛 蓝 的 天 空 上 忙 碌 的 飞 行 着 ，,4,4
那 星 闻 君 百 科 君 的 投 票 ， 一 个 多 小 时 前 ， 有 些 人 比 我 们 还 少 几 百 票 ， 现 在 我 们 才 涨 到 1000 多 票 他 却 一 万 多 票 了,5,5
就 知 道 肯 定 是 我 脑 洞 又 开 了 不 对 脑 洞 开 了 从 来 就 没 有 关 过 好 吗 我 知 道 了 知 道 了 没 事 了 找 帅 哥 而 已 关 我 个 毛 线 事 啊,0,0
孟 德 就 把 事 情 的 经 过 全 部 对 他 说 了 ， 宋 孝 孙 就 把 他 看 作 是 自 首 ， 并 将 其 安 置 在 秦 州 。,3,3
这 是 什 么 鬼 ？ ！ 走 错 电 影 院 了 不 过 电 影 还 是 精 彩 的 ， 虽 然 错 过 了 前 面 的 半 个 小 时 ， 还 是 给 影 片 给 自 己 点 个 赞,5,4
试 一 试 ， 发 一 发 微 博 ， 见 笑 ！,3,4
太 可 怕 了 ， 我 在 弹 阳 关 三 叠 的 历 苦 辛 ， 然 后 我 妈 直 接 来 了 句 mi - do - re ， 我 翻 回 去 看 了 看 简 谱 还 真 是 ， 小 心 脏 简 直 受 到 了 惊 吓 ， 这 是 降 b 调 啊 我 妈 居 然 听 得 出 来 ？ ！,5,2
早 ～ 外 面 的 雨 好 恐 怖 ， 很 多 地 方 估 计 都 被 淹 了 。 我 还 是 老 老 实 实 宅 在 家 里 ， 要 是 出 去 的 话 真 有 点 担 心 自 己 会 被 大 水 冲 走 。 祝 大 家 平 安,2,2
是 不 是 我 为 自 己 说 的 话 付 出 了 代 价 啊 ？ 为 什 么 这 几 天 老 是 害 怕 睡 觉 啊 ？ 一 睡 觉 就 是 满 脑 子 恐 怖 [ 惊 恐 ] 的 画 面 啊 ？ 还 有 特 别 想 哭 的 冲 突 ？ 本 来 想 着 成 为 国 家 一 级 逃 犯 ， 现 在 这 点 事 情 都 快 吓 死 我 了 ， 成 为 一 个 逃 犯 必 须 具 备 : 坚 强 ， 勇 敢 ， 不 畏 惧 生 死 ， 敢 于 拼 搏 ， 还 有 舍 弃 一 些 其 他 东 西 比 如,2,2
由 专 用 的 数 字 自 动 控 制 装 置 、 保 护 装 置 、 数 字 接 口 电 路 和 真 空 断 路 器 、 两 组 专 用 交 流 接 触 器 等 电 器 元 件 组 成 。,3,3
刚 看 了 滚 蛋 吧 ， 肿 瘤 君 ， 哭 的 稀 里 哗 啦 的,1,1
也 没 啥 就 觉 得 自 己 最 近 特 倒 霉 就 像 要 500 修 个 电 脑,1,1
给 自 己 送 上 一 个 大 大 的 祝 福 ， 也 谢 谢 大 家 的 祝 福 ， 又 老 了 一 岁 ， 生 日 快 乐,4,4
明 年 去 澳 洲 的 机 票 ， 2000 块 ， 双 11 已 经 用 信 用 卡 支 付 了 ， 可 是 还 不 上 就 不 是 吃 土 的 问 题 了,2,1
我 竟 然 做 了 五 十 个 抬 腿 10 个 仰 卧 起 坐 就 这 么 起 床 了,5,4
别 人 要 怎 样 那 是 自 己 的 事 情 ， 管 别 人 那 么 多 事 干 嘛 真 是 烦,0,0
泡 沫 包 装 厂 已 成 为 青 岛 澳 珂 玛 集 团 、 海 尔 集 团 的 定 点 协 作 厂 家 。,3,3
注 意 力 不 集 中 ， 控 制 不 了 自 己 好 想 跟 闺 蜜 出 去 兜 兜 ， 不 想 一 个 人 待 着 胡 思 乱 想,1,1
眼 睛 近 视 ， 做 激 光 矫 正 手 术 吗 百 度 一 查 ， [ 流 汗 ] 眼 科 医 生 自 己 都 不 做 ， 太 恐 怖 了 [ 惊 恐 ] 你 愿 意 让 你 的 孩 子 遭 这 样 的 罪 吗 [ 眼 泪 ] 试 试 三 中 睛 吧 ， 不 仅 可 以 彻 底 改 善 视 力 ， 还 不 会 有 副 作 用 ， 美 国 fad 认 证 产 品 ， 安 全 可 靠 ， 我 自 己 也 天 天 喝 [ 咖 啡 ] ， 每 天 受 益 者 反 馈 也 不 断 ， 真 的 每 天 都,2,2
在 网 上 营 业 厅 查 询 话 费 ， 才 发 现 我 和 老 李 的 手 机 号 已 经 用 了 8 年 多,5,5
我 很 怕 蟑 螂 我 想 起 来 都 会 发 麻 打 冷 颤 我 很 恶 心 蟑 螂 所 以 我 很 怕 我 害 怕 它 在 我 站 着 不 动 时 爬 上 没 穿 长 裤 的 腿 我 害 怕 我 手 碰 到 的 地 方 它 爬 过 我 害 怕 我 打 赤 脚 的 地 方 它 来 过 我 害 怕 它 侵 占 我 的 房 子 我 害 怕 不 要 和 我 讲 有 什 么 好 怕 不 要 问 我 为 什 么 这 点 小 东 西 都 怕 你 可 以 觉 得 我 大 惊 小 怪 浮 夸 做 作 但 是 我,2,2
